id,race,clothes,drink,boots,accessories,glasses
5526,Bear,Costume,Vodka,The Lapti,,Neo
5527,Bear,Military,Vodka,Army boots,,Neo
5528,Bear,Sleeveless shirt,Vodka,Adidas,Scar,Kurt Cobain
5529,Bear,Worker,Vodka,Adidas,Golden chains,Party
5530,Bear,Costume,Whiskey,The Lapti,Balaclava,Kurt Cobain
5531,Bear,Fur coat,Vodka,Army boots,,
5532,Bear,Sleeveless shirt,Whiskey,The Lapti,Scar,
5533,Bear,Vest,Beer,,The Ushanka,
5534,Bear,Fur coat,Vodka,Felt boots,Golden chains,
5535,Bear,Hoodie,Vodka,,Scar,
5536,Bear,Costume,Beer,Felt boots,,
5537,Bear,Shirt with tie,Vodka,Felt boots,The Ushanka,
5538,Bear,Skin,Vodka,,,
5539,Bear,Skin,Vodka,Felt boots,Balaclava,Love
5540,Bear,Skin,Vodka,Felt boots,,Neo
5541,Bear,Vest,Beer,Felt boots,,Kurt Cobain
5542,Bear,Costume,Vodka,Slippers,,Black
5543,Bear,Medical uniform,Vodka,Sandals with socks,,Love
5544,Bear,Worker,Vodka,Army boots,,Kurt Cobain
5545,Bear,Skin,Vodka,The Lapti,The Ushanka,
5546,Bear,Worker,Vodka,The Lapti,,
5547,Bear,Skin,Beer,Adidas,Scar,
5548,Bear,Astronaut,Whiskey,,,
5549,Bear,Hoodie,Vodka,Adidas,Scar,
5550,Bear,Sleeveless shirt,Vodka,,,
5551,Bear,Fur coat,Vodka,The Lapti,Scar,Neo
5552,Bear,Medical uniform,Vodka,Felt boots,The Ushanka,
5553,Bear,Military,Absinthe,Sandals with socks,,Party
5554,Bear,Vest,Whiskey,The Lapti,,Party
5555,Bear,Bathrobe,Whiskey,The Lapti,Balaclava,
5556,Bear,Military,Vodka,Army boots,,Love
5557,Bear,Vest,Beer,Army boots,,Black
5558,Bear,Worker,Vodka,,,
5559,Bear,Costume,Beer,Felt boots,Scar,Kurt Cobain
5560,Bear,Military,Vodka,The Lapti,Golden chains,
5561,Bear,Worker,Beer,Adidas,Golden chains,Black
5562,Bear,Costume,Vodka,Felt boots,,
5563,Bear,Fur coat,Vodka,Felt boots,Balaclava,
5564,Bear,Shirt with tie,Vodka,Sandals with socks,Scar,
5565,Bear,Bathrobe,Beer,Slippers,Balaclava,
5566,Bear,Medical uniform,Vodka,Sandals with socks,,
5567,Bear,Skin,Beer,Slippers,,
5568,Bear,Shirt with tie,Beer,,Scar,
5569,Bear,Hoodie,Vodka,The Lapti,The Ushanka,
5570,Bear,Bathrobe,Beer,Slippers,,
5571,Bear,Military,Vodka,Felt boots,,
5572,Bear,Atomic suit,Vodka,Army boots,Balaclava,
5573,Bear,Shirt with tie,Vodka,,,
5574,Bear,Hoodie,Beer,Sandals with socks,,Kurt Cobain
5575,Bear,Military,Beer,,Golden chains,
5576,Bear,Costume,Whiskey,,,Party
5577,Bear,Vest,Beer,Slippers,,
5578,Bear,Sleeveless shirt,Vodka,Slippers,The Ushanka,
5579,Bear,Military,Beer,Sandals with socks,Scar,
5580,Bear,Medical uniform,Vodka,The Lapti,The Ushanka,
5581,Bear,Vest,Vine,Felt boots,Golden chains,Party
5582,Bear,Sleeveless shirt,Beer,The Lapti,Golden chains,Love
5583,Bear,Military,Vodka,The Lapti,,
5584,Bear,Shirt with tie,Whiskey,,Balaclava,
5585,Bear,Worker,Vodka,Sandals with socks,,Kurt Cobain
5586,Bear,Bathrobe,Vodka,Felt boots,,
5587,Bear,Bathrobe,Beer,Slippers,The Ushanka,Neo
5588,Bear,Vest,Vodka,Slippers,The Ushanka,
5589,Bear,Medical uniform,Vodka,Army boots,Scar,Party
5590,Bear,Vest,Vodka,Felt boots,,
5591,Bear,Fur coat,Vine,Slippers,,
5592,Bear,Sleeveless shirt,Vodka,Slippers,The Ushanka,Kurt Cobain
5593,Bear,Skin,Vodka,Army boots,,Love
5594,Bear,Sleeveless shirt,Vodka,The Lapti,,
5595,Bear,Worker,Vodka,,The Ushanka,
5596,Bear,Worker,Beer,The Lapti,,
5597,Bear,Fur coat,Beer,,,
5598,Bear,Medical uniform,Vodka,The Lapti,,
5599,Bear,Shirt with tie,Vodka,,The Ushanka,
5600,Bear,Military,Beer,Felt boots,,Neo
5601,Bear,Sleeveless shirt,Vodka,Felt boots,,Black
5602,Bear,Vest,Beer,Sandals with socks,Scar,Black
5603,Bear,Shirt with tie,Whiskey,The Lapti,,Party
5604,Bear,Skin,Vodka,Sandals with socks,,Neo
5605,Bear,Costume,Tincture,The Lapti,,
5606,Bear,Sleeveless shirt,Beer,Army boots,,
5607,Bear,Shirt with tie,Vodka,,Scar,
5608,Bear,Costume,Whiskey,Sandals with socks,Scar,
5609,Bear,Hoodie,Vodka,The Lapti,,
5610,Skelet,,Vodka,The Lapti,Balaclava,
5611,Bear,Shirt with tie,Beer,Army boots,,
5612,Bear,Hoodie,Beer,,,
5613,Bear,Sleeveless shirt,Vodka,The Lapti,,Neo
5614,Bear,Hoodie,Vodka,Army boots,,Kurt Cobain
5615,Bear,Sleeveless shirt,Vodka,,,Love
5616,Bear,Skin,Vodka,,Balaclava,
5617,Bear,Sleeveless shirt,Vodka,Adidas,The Ushanka,
5618,Bear,Worker,Vodka,Adidas,,Party
5619,Bear,Shirt with tie,Beer,The Lapti,,
5620,Bear,Costume,Beer,Sandals with socks,Balaclava,
5621,Bear,Costume,Vodka,Felt boots,,Neo
5622,Bear,Fur coat,Beer,The Lapti,,
5623,Bear,Skin,Vodka,The Lapti,The Ushanka,
5624,Bear,Military,Vodka,Felt boots,,
5625,Bear,Hoodie,Vine,Army boots,The Ushanka,
5626,Bear,Costume,Vodka,Army boots,,
5627,Bear,Skin,Beer,Slippers,Golden chains,
5628,Bear,Hoodie,Beer,The Lapti,The Ushanka,
5629,Bear,Bathrobe,Beer,Army boots,Balaclava,Kurt Cobain
5630,Bear,Skin,Vodka,Slippers,,
5631,Bear,Skin,Vodka,,,
5632,Bear,Hoodie,Vodka,Slippers,,Neo
5633,Bear,Vest,Whiskey,Felt boots,Scar,
5634,Bear,Costume,Vine,,Golden chains,
5635,Bear,Vest,Whiskey,The Lapti,Scar,
5636,Bear,Hoodie,Vodka,Felt boots,,Kurt Cobain
5637,Bear,Costume,Whiskey,Slippers,,
5638,Bear,Worker,Vodka,Adidas,Balaclava,
5639,Bear,Shirt with tie,Vodka,Sandals with socks,,
5640,Bear,Bikini,Beer,Sandals with socks,Balaclava,
5641,Bear,Bathrobe,Vodka,The Lapti,,
5642,Bear,Worker,Whiskey,Felt boots,,
5643,Bear,Hoodie,Beer,Slippers,Golden chains,Kurt Cobain
5644,Bear,Shirt with tie,Beer,,,Kurt Cobain
5645,Bear,Sleeveless shirt,Vodka,Felt boots,Scar,Kurt Cobain
5646,Bear,Bathrobe,Beer,,Scar,Neo
5647,Bear,Sleeveless shirt,Vodka,,Balaclava,Party
5648,Bear,Medical uniform,Vodka,The Lapti,Balaclava,Kurt Cobain
5649,Bear,Medical uniform,Absinthe,The Lapti,Scar,Kurt Cobain
5650,Bear,Worker,Beer,Adidas,,
5651,Bear,Shirt with tie,Vodka,Felt boots,,
5652,Bear,Sleeveless shirt,Vodka,Sandals with socks,,
5653,Bear,Vest,Vodka,Sandals with socks,Balaclava,Kurt Cobain
5654,Bear,Costume,Vodka,,,
5655,Bear,Bathrobe,Vodka,Army boots,Balaclava,Kurt Cobain
5656,Bear,Fur coat,Beer,Army boots,,
5657,Bear,Costume,Vodka,Army boots,Balaclava,Love
5658,Bear,Costume,Vodka,Sandals with socks,,Kurt Cobain
5659,Bear,Shirt with tie,Vodka,,Golden chains,Black
5660,Bear,Military,Beer,Slippers,Scar,Kurt Cobain
5661,Bear,Hoodie,Beer,Slippers,Golden chains,Kurt Cobain
5662,Bear,Worker,Vodka,,,Black
5663,Bear,Bathrobe,Vodka,Felt boots,The Ushanka,Black
5664,Bear,Bathrobe,Whiskey,,The Ushanka,Love
5665,Bear,Sleeveless shirt,Vodka,,,Love
5666,Bear,Skin,Vodka,,,Love
5667,Bear,Hoodie,Beer,Army boots,,Neo
5668,Bear,Shirt with tie,Vodka,Sandals with socks,,Kurt Cobain
5669,Bear,Medical uniform,Vodka,Sandals with socks,,
5670,Bear,Military,Vodka,The Lapti,,
5671,Bear,Skin,Vodka,Sandals with socks,Scar,Party
5672,Bear,Sleeveless shirt,Whiskey,Slippers,,
5673,Bear,Sleeveless shirt,Vodka,The Lapti,Balaclava,
5674,Bear,Vest,Beer,The Lapti,The Ushanka,
5675,Bear,Medical uniform,Whiskey,The Lapti,Balaclava,Neo
5676,Bear,Military,Vodka,Sandals with socks,The Ushanka,
5677,Bear,Military,Tincture,The Lapti,Golden chains,
5678,Bear,Sleeveless shirt,Tincture,,Scar,
5679,Bear,Vest,Beer,,,Love
5680,Bear,Sleeveless shirt,Beer,Slippers,,
5681,Bear,Hoodie,Vine,Army boots,,Black
5682,Bear,Skin,Vodka,Adidas,,Kurt Cobain
5683,Bear,Medical uniform,Beer,Army boots,,
5684,Bear,Medical uniform,Vodka,Felt boots,The Ushanka,
5685,Bear,Shirt with tie,Beer,Army boots,,
5686,Bear,Costume,Vodka,The Lapti,Scar,Love
5687,Bear,Costume,Beer,The Lapti,The Ushanka,
5688,Bear,Medical uniform,Vodka,Adidas,,Neo
5689,Bear,Hoodie,Vodka,Army boots,,Love
5690,Bear,Skin,Vodka,Army boots,,Party
5691,Bear,Astronaut,Vodka,,Balaclava,Party
5692,Bear,Fur coat,Vodka,The Lapti,Golden chains,Kurt Cobain
5693,Bear,Sleeveless shirt,Beer,The Lapti,Scar,Neo
5694,Bear,Shirt with tie,Vodka,,,Love
5695,Bear,Medical uniform,Tincture,,The Ushanka,
5696,Bear,Costume,Vodka,Slippers,,
5697,Bear,Shirt with tie,Vodka,The Lapti,Balaclava,Kurt Cobain
5698,Bear,Fur coat,Vodka,The Lapti,,
5699,Bear,Costume,Vodka,,Balaclava,
5700,Bear,Skin,Vodka,Slippers,Balaclava,
5701,Bear,Fur coat,Beer,Army boots,,
5702,Bear,Fur coat,Vodka,,,Love
5703,Bear,Sleeveless shirt,Vodka,,Scar,
5704,Bear,Skin,Vodka,Slippers,The Ushanka,Neo
5705,Bear,Skin,Beer,Slippers,,
5706,Bear,Military,Whiskey,Felt boots,Golden chains,Kurt Cobain
5707,Bear,Worker,Vodka,Army boots,,
5708,Bear,Fur coat,Vodka,Felt boots,,Black
5709,Bear,Hoodie,Vodka,Army boots,,
5710,Demon,Skin,Vodka,Felt boots,The Ushanka,
5711,Bear,Costume,Vodka,,The Ushanka,
5712,Bear,Vest,Vodka,,Scar,
5713,Bear,Hoodie,Beer,Army boots,,Love
5714,Bear,Medical uniform,Beer,Slippers,Balaclava,
5715,Bear,Military,Vodka,,,Black
5716,Bear,Hoodie,Vodka,Slippers,,
5717,Bear,Vest,Vodka,Sandals with socks,Golden chains,
5718,Bear,Sleeveless shirt,Vine,The Lapti,,Love
5719,Bear,Shirt with tie,Vodka,,The Ushanka,
5720,Bear,Medical uniform,Beer,Sandals with socks,,Party
5721,Bear,Bikini,Vine,Slippers,Balaclava,Love
5722,Bear,Shirt with tie,Whiskey,Sandals with socks,,
5723,Bear,Military,Vodka,Sandals with socks,,
5724,Bear,Fur coat,Vodka,The Lapti,,Party
5725,Bear,Skin,Vodka,The Lapti,The Ushanka,Black
5726,Bear,Military,Vodka,Army boots,The Ushanka,Party
5727,Bear,Skin,Vodka,,,
5728,Bear,Medical uniform,Vodka,,Balaclava,Kurt Cobain
5729,Bear,Fur coat,Vodka,Slippers,,Black
5730,Bear,Military,Vodka,The Lapti,Balaclava,
5731,Bear,Bathrobe,Vodka,Army boots,,Black
5732,Bear,Bikini,Whiskey,The Lapti,,
5733,Bear,Skin,Beer,Slippers,Balaclava,Black
5734,Bear,Worker,Vodka,,The Ushanka,
5735,Bear,Medical uniform,Vine,Slippers,Scar,Black
5736,Bear,Military,Vodka,Felt boots,,
5737,Bear,Worker,Vodka,The Lapti,,
5738,Bear,Fur coat,Vodka,The Lapti,,Neo
5739,Bear,Worker,Beer,Army boots,,
5740,Bear,Skin,Beer,,,Party
5741,Bear,Skin,Vodka,Adidas,The Ushanka,
5742,Bear,Military,Vodka,Felt boots,,Love
5743,Bear,Vest,Beer,Army boots,,Love
5744,Bear,Sleeveless shirt,Vodka,Adidas,Golden chains,
5745,Bear,Fur coat,Beer,,Golden chains,Party
5746,Bear,Costume,Beer,Army boots,Scar,Black
5747,Bear,Bathrobe,Beer,Felt boots,Golden chains,
5748,Bear,Shirt with tie,Vodka,Slippers,,
5749,Bear,Sleeveless shirt,Beer,,Golden chains,
5750,Bear,Skin,Vodka,,,
5751,Bear,Bathrobe,Beer,Felt boots,,Love
5752,Bear,Worker,Vodka,Army boots,Golden chains,
5753,Bear,Sleeveless shirt,Beer,,Balaclava,
5754,Bear,Sleeveless shirt,Vodka,Slippers,,
5755,Bear,Skin,Tincture,,Scar,
5756,Bear,Sleeveless shirt,Vodka,The Lapti,Scar,
5757,Bear,Bathrobe,Whiskey,Slippers,,
5758,Bear,Military,Whiskey,Army boots,,
5759,Bear,Military,Whiskey,Army boots,,Black
5760,Bear,Skin,Vodka,,Scar,Black
5761,Bear,Fur coat,Beer,,,Black
5762,Bear,Military,Vodka,,,
5763,Bear,Medical uniform,Vodka,Slippers,,
5764,Bear,Sleeveless shirt,Beer,,Golden chains,
5765,Bear,Fur coat,Beer,Felt boots,Scar,
5766,Bear,Fur coat,Beer,,Balaclava,
5767,Bear,Military,Vodka,Slippers,Scar,Black
5768,Bear,Bathrobe,Vodka,Army boots,Golden chains,
5769,Bear,Bathrobe,Vodka,Slippers,,
5770,Bear,Costume,Vodka,The Lapti,,Neo
5771,Bear,Sleeveless shirt,Whiskey,The Lapti,,Neo
5772,Bear,Fur coat,Vodka,The Lapti,,Kurt Cobain
5773,Bear,Worker,Beer,Slippers,Golden chains,
5774,Bear,Hoodie,Vodka,Felt boots,Golden chains,Party
5775,Bear,Vest,Vodka,Slippers,,
5776,Bear,Vest,Beer,Army boots,Scar,
5777,Bear,Medical uniform,Vodka,,,
5778,Bear,Worker,Vodka,Felt boots,Scar,
5779,Bear,Costume,Vodka,Slippers,,
5780,Bear,Bathrobe,Vodka,Sandals with socks,The Ushanka,Neo
5781,Bear,Medical uniform,Whiskey,Felt boots,Golden chains,Love
5782,Bear,Skin,Vodka,The Lapti,Balaclava,
5783,Bear,Medical uniform,Vodka,The Lapti,Balaclava,Party
5784,Bear,Vest,Whiskey,Army boots,,Party
5785,Bear,Vest,Whiskey,,Golden chains,
5786,Bear,Skin,Beer,Adidas,,
5787,Bear,Bathrobe,Vodka,,Scar,Neo
5788,Bear,Shirt with tie,Beer,Slippers,,
5789,Bear,Fur coat,Whiskey,The Lapti,,Neo
5790,Bear,Medical uniform,Beer,Army boots,,
5791,Bear,Medical uniform,Whiskey,Slippers,Scar,Neo
5792,Bear,Hoodie,Beer,,,
5793,Bear,Military,Vodka,,,
5794,Bear,Shirt with tie,Whiskey,Army boots,,
5795,Bear,Skin,Vodka,Felt boots,,Neo
5796,Bear,Shirt with tie,Moonshine,Slippers,Golden chains,Neo
5797,Bear,Medical uniform,Vodka,The Lapti,,Party
5798,Bear,Shirt with tie,Beer,The Lapti,,
5799,Bear,Sleeveless shirt,Whiskey,The Lapti,,
5800,Bear,Military,Whiskey,Sandals with socks,,Party
5801,Bear,Bathrobe,Beer,Army boots,Golden chains,
5802,Bear,Worker,Vodka,,Golden chains,Black
5803,Bear,Vest,Tincture,Sandals with socks,,Neo
5804,Bear,Sleeveless shirt,Vine,The Lapti,,
5805,Bear,Military,Vodka,Slippers,Scar,Love
5806,Bear,Shirt with tie,Whiskey,Felt boots,,
5807,Bear,Medical uniform,Vodka,Sandals with socks,The Ushanka,
5808,Bear,Skin,Beer,Slippers,Golden chains,
5809,Bear,Sleeveless shirt,Vodka,Slippers,,
5810,Bear,Shirt with tie,Beer,,,Kurt Cobain
5811,Bear,Worker,Vodka,Army boots,,Love
5812,Bear,Vest,Beer,Army boots,,Party
5813,Bear,Military,Vodka,Sandals with socks,The Ushanka,
5814,Bear,Hoodie,Beer,Felt boots,,Kurt Cobain
5815,Bear,Fur coat,Tincture,Adidas,,
5816,Bear,Medical uniform,Vodka,Felt boots,Golden chains,Kurt Cobain
5817,Bear,Sleeveless shirt,Beer,,,
5818,Bear,Military,Vodka,,Scar,Love
5819,Bear,Costume,Absinthe,Felt boots,The Ushanka,
5820,Bear,Skin,Vodka,,,Black
5821,Bear,Worker,Vodka,,,
5822,Bear,Costume,Everclear,Felt boots,,Black
5823,Bear,Worker,Vodka,Felt boots,,
5824,Bear,Astronaut,Tincture,Felt boots,Balaclava,Neo
5825,Bear,Fur coat,Whiskey,,Balaclava,Party
5826,Bear,Worker,Vodka,Army boots,Balaclava,
5827,Bear,Worker,Beer,,,
5828,Bear,Bathrobe,Beer,,Scar,
5829,Bear,Shirt with tie,Vodka,Army boots,The Ushanka,
5830,Bear,Military,Beer,The Lapti,,
5831,Bear,Vest,Beer,Adidas,,
5832,Bear,Medical uniform,Vodka,Felt boots,The Ushanka,Kurt Cobain
5833,Bear,Shirt with tie,Beer,,Balaclava,Kurt Cobain
5834,Bear,Skin,Vodka,,,
5835,Bear,Bathrobe,Vodka,Sandals with socks,The Ushanka,
5836,Bear,Military,Vodka,,,Kurt Cobain
5837,Bear,Costume,Beer,Felt boots,,
5838,Bear,Sleeveless shirt,Vodka,Slippers,The Ushanka,Black
5839,Bear,Costume,Whiskey,Slippers,,
5840,Bear,Medical uniform,Vodka,Slippers,,Love
5841,Bear,Hoodie,Vodka,Army boots,,
5842,Bear,Military,Beer,Felt boots,,
5843,Bear,Bathrobe,Vodka,,,Love
5844,Bear,Hoodie,Vodka,The Lapti,The Ushanka,
5845,Demon,Skin,Vodka,Army boots,Balaclava,
5846,Bear,Sleeveless shirt,Beer,,Scar,
5847,Bear,Hoodie,Whiskey,The Lapti,,Neo
5848,Bear,Medical uniform,Whiskey,,,
5849,Bear,Medical uniform,Vodka,Felt boots,,
5850,Bear,Fur coat,Whiskey,,,Love
5851,Bear,Skin,Tincture,,Golden chains,Party
5852,Bear,Shirt with tie,Vodka,Sandals with socks,The Ushanka,
5853,Bear,Worker,Vodka,Slippers,,Neo
5854,Bear,Vest,Whiskey,Army boots,Golden chains,Love
5855,Bear,Medical uniform,Beer,The Lapti,Balaclava,
5856,Bear,Hoodie,Beer,,The Ushanka,Party
5857,Bear,Fur coat,Whiskey,Army boots,The Ushanka,
5858,Bear,Fur coat,Vodka,The Lapti,The Ushanka,
5859,Bear,Worker,Vodka,The Lapti,,
5860,Bear,Military,Vodka,,,
5861,Bear,Shirt with tie,Vodka,Slippers,,Black
5862,Bear,Sleeveless shirt,Vodka,Felt boots,,
5863,Bear,Fur coat,Beer,Adidas,Scar,Black
5864,Bear,Sleeveless shirt,Whiskey,,The Ushanka,
5865,Bear,Medical uniform,Beer,Felt boots,Balaclava,
5866,Bear,Shirt with tie,Vodka,The Lapti,,
5867,Bear,Vest,Vodka,Slippers,The Ushanka,Love
5868,Demon,Worker,Beer,Sandals with socks,Golden chains,Neo
5869,Bear,Vest,Whiskey,The Lapti,Balaclava,
5870,Bear,Vest,Vodka,Army boots,,Kurt Cobain
5871,Bear,Shirt with tie,Vodka,Slippers,Scar,
5872,Bear,Fur coat,Vodka,,,Love
5873,Bear,Sleeveless shirt,Beer,Adidas,,
5874,Bear,Military,Vodka,The Lapti,Scar,
5875,Bear,Military,Vodka,,,
5876,Bear,Skin,Vodka,Army boots,,Love
5877,Bear,Worker,Vodka,,Scar,
5878,Bear,Hoodie,Vodka,,Balaclava,
5879,Bear,Skin,Whiskey,Adidas,,Neo
5880,Bear,Shirt with tie,Beer,The Lapti,,
5881,Bear,Bathrobe,Beer,,,Neo
5882,Bear,Military,Vodka,The Lapti,,Black
5883,Bear,Shirt with tie,Vine,Adidas,Scar,Love
5884,Bear,Skin,Vodka,The Lapti,,
5885,Bear,Shirt with tie,Vodka,Army boots,Balaclava,Kurt Cobain
5886,Bear,Vest,Vodka,Sandals with socks,,
5887,Bear,Skin,Vine,Slippers,,
5888,Bear,Worker,Vodka,Slippers,Scar,
5889,Bear,Costume,Vodka,Sandals with socks,,Neo
5890,Skelet,,Vodka,Felt boots,,Black
5891,Bear,Costume,Vodka,,Golden chains,
5892,Bear,Military,Tincture,Slippers,Balaclava,
5893,Bear,Hoodie,Vodka,Adidas,,
5894,Bear,Military,Beer,Felt boots,Golden chains,
5895,Bear,Costume,Tincture,Felt boots,Golden chains,
5896,Bear,Skin,Vodka,Army boots,Scar,
5897,Bear,Costume,Beer,Army boots,,
5898,Bear,Medical uniform,Tincture,,,
5899,Bear,Costume,Beer,Slippers,Balaclava,
5900,Bear,Skin,Whiskey,Army boots,,Neo
5901,Bear,Medical uniform,Vodka,Felt boots,,
5902,Bear,Medical uniform,Beer,Felt boots,,
5903,Bear,Costume,Vodka,Army boots,Scar,Party
5904,Bear,Bathrobe,Beer,Army boots,,
5905,Bear,Bathrobe,Vodka,Slippers,,Love
5906,Bear,Shirt with tie,Vodka,,,Black
5907,Bear,Bathrobe,Vodka,,,
5908,Bear,Vest,Vodka,,,Love
5909,Bear,Skin,Tincture,Felt boots,,
5910,Bear,Worker,Beer,Sandals with socks,,Black
5911,Bear,Vest,Vodka,Army boots,Golden chains,
5912,Skelet,,Vodka,Army boots,,
5913,Bear,Military,Beer,Sandals with socks,,
5914,Bear,Medical uniform,Vine,The Lapti,,Love
5915,Bear,Bathrobe,Beer,Sandals with socks,Balaclava,
5916,Bear,Vest,Vodka,Army boots,,
5917,Bear,Military,Vodka,Army boots,,Kurt Cobain
5918,Bear,Bikini,Vodka,Felt boots,,Black
5919,Bear,Skin,Vodka,Sandals with socks,Balaclava,
5920,Bear,Shirt with tie,Beer,Slippers,,
5921,Bear,Fur coat,Vodka,Army boots,,Love
5922,Bear,Worker,Vodka,The Lapti,,
5923,Bear,Vest,Vodka,Felt boots,,Kurt Cobain
5924,Bear,Costume,Vodka,Sandals with socks,Golden chains,Love
5925,Bear,Worker,Vodka,Slippers,The Ushanka,
5926,Bear,Military,Tincture,Army boots,,
5927,Bear,Military,Tincture,Slippers,The Ushanka,
5928,Bear,Sleeveless shirt,Whiskey,The Lapti,,
5929,Bear,Bikini,Vodka,Army boots,Balaclava,
5930,Bear,Sleeveless shirt,Vodka,Army boots,Balaclava,
5931,Bear,Costume,Vodka,The Lapti,,Kurt Cobain
5932,Bear,Vest,Vodka,Felt boots,,
5933,Bear,Vest,Vodka,Army boots,,Party
5934,Bear,Shirt with tie,Whiskey,The Lapti,Scar,
5935,Bear,Shirt with tie,Vodka,Slippers,,
5936,Bear,Military,Vine,,Golden chains,
5937,Bear,Costume,Vodka,Adidas,,Party
5938,Bear,Shirt with tie,Beer,,,Neo
5939,Bear,Bikini,Whiskey,Army boots,,
5940,Bear,Skin,Whiskey,Army boots,,
5941,Bear,Hoodie,Beer,Slippers,,Kurt Cobain
5942,Bear,Fur coat,Beer,Army boots,,Love
5943,Bear,Bikini,Beer,The Lapti,Scar,Neo
5944,Bear,Skin,Vodka,Sandals with socks,Golden chains,Love
5945,Bear,Sleeveless shirt,Whiskey,Slippers,,Love
5946,Bear,Worker,Beer,Adidas,,
5947,Bear,Bathrobe,Vodka,The Lapti,Balaclava,
5948,Bear,Fur coat,Beer,Army boots,,Party
5949,Bear,Military,Whiskey,Army boots,,
5950,Bear,Skin,Vodka,Army boots,Balaclava,Party
5951,Bear,Hoodie,Vodka,Slippers,Golden chains,
5952,Bear,Fur coat,Beer,Sandals with socks,Golden chains,
5953,Bear,Shirt with tie,Vodka,Slippers,,Kurt Cobain
5954,Bear,Costume,Beer,The Lapti,,
5955,Bear,Shirt with tie,Beer,Felt boots,,Black
5956,Bear,Costume,Vodka,Sandals with socks,,Party
5957,Bear,Skin,Beer,Felt boots,,
5958,Bear,Hoodie,Beer,Slippers,The Ushanka,
5959,Bear,Worker,Beer,Adidas,,Love
5960,Bear,Skin,Vodka,Army boots,Balaclava,
5961,Bear,Military,Vodka,Felt boots,Golden chains,
5962,Bear,Costume,Whiskey,The Lapti,,Kurt Cobain
5963,Bear,Worker,Whiskey,Felt boots,,
5964,Bear,Sleeveless shirt,Whiskey,Slippers,Scar,
5965,Bear,Vest,Whiskey,,,
5966,Bear,Bikini,Vodka,Felt boots,,Black
5967,Bear,Shirt with tie,Beer,The Lapti,,
5968,Bear,Hoodie,Whiskey,,,Party
5969,Bear,Costume,Beer,The Lapti,,
5970,Bear,Vest,Vodka,,,Party
5971,Bear,Skin,Whiskey,,Scar,
5972,Bear,Skin,Vodka,Sandals with socks,,Kurt Cobain
5973,Bear,Worker,Vodka,Felt boots,The Ushanka,
5974,Bear,Bathrobe,Whiskey,Slippers,The Ushanka,Neo
5975,Bear,Hoodie,Beer,Slippers,,
5976,Bear,Sleeveless shirt,Whiskey,Felt boots,Scar,
5977,Bear,Fur coat,Vodka,Felt boots,,
5978,Bear,Vest,Vodka,,,
5979,Bear,Sleeveless shirt,Vine,,,
5980,Bear,Vest,Vodka,Slippers,Golden chains,
5981,Bear,Bathrobe,Vodka,Slippers,The Ushanka,Black
5982,Bear,Fur coat,Vodka,Felt boots,,Kurt Cobain
5983,Bear,Shirt with tie,Whiskey,,,
5984,Bear,Bathrobe,Vodka,The Lapti,,
5985,Bear,Vest,Beer,Felt boots,The Ushanka,Kurt Cobain
5986,Bear,Skin,Beer,,,Neo
5987,Bear,Military,Beer,Slippers,,
5988,Bear,Vest,Beer,Sandals with socks,Golden chains,
5989,Bear,Military,Whiskey,The Lapti,,
5990,Bear,Military,Vodka,The Lapti,,
5991,Bear,Vest,Vodka,Felt boots,The Ushanka,Neo
5992,Bear,Hoodie,Vodka,Army boots,Golden chains,Black
5993,Bear,Military,Vodka,Army boots,Balaclava,
5994,Bear,Skin,Vodka,The Lapti,,Love
5995,Bear,Hoodie,Vodka,Army boots,Balaclava,Party
5996,Bear,Bathrobe,Vodka,Felt boots,Balaclava,
5997,Bear,Costume,Beer,Felt boots,Balaclava,
5998,Bear,Fur coat,Vodka,Sandals with socks,The Ushanka,Party
5999,Bear,Fur coat,Beer,Sandals with socks,Scar,
6000,Bear,Vest,Whiskey,Adidas,,Black
6001,Bear,Military,Vodka,Army boots,Golden chains,Black
6002,Bear,Worker,Vodka,The Lapti,Balaclava,Neo
6003,Bear,Worker,Beer,Slippers,,Kurt Cobain
6004,Bear,Shirt with tie,Vodka,Adidas,Scar,Love
6005,Bear,Medical uniform,Vodka,Slippers,The Ushanka,
6006,Bear,Bathrobe,Whiskey,Slippers,,Love
6007,Bear,Hoodie,Whiskey,,,Love
6008,Bear,Military,Tincture,,,
6009,Bear,Costume,,Felt boots,Golden chains,Coded
6010,Bear,Military,Vodka,Felt boots,Balaclava,Party
6011,Bear,Costume,Whiskey,The Lapti,The Ushanka,
6012,Bear,Sleeveless shirt,Vodka,Felt boots,,Black
6013,Bear,Military,Vodka,Army boots,Balaclava,
6014,Bear,Skin,Beer,Slippers,,Neo
6015,Bear,Costume,Vodka,,Golden chains,Love
6016,Bear,Sleeveless shirt,Whiskey,Sandals with socks,,Neo
6017,Bear,Skin,Vodka,Felt boots,,Kurt Cobain
6018,Bear,Medical uniform,Beer,Slippers,Balaclava,
6019,Bear,Bikini,Vodka,Felt boots,,
6020,Bear,Skin,Vodka,Army boots,Golden chains,Neo
6021,Bear,Sleeveless shirt,Vodka,Army boots,,Neo
6022,Bear,Costume,Vodka,The Lapti,,
6023,Bear,Skin,Whiskey,Slippers,,
6024,Bear,Worker,Vodka,Adidas,Golden chains,
6025,Bear,Sleeveless shirt,Tincture,The Lapti,Scar,Black
